"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Fine Particulate Matter (µg/m³)	# of Observations for Fine Particulate Matter	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Massachusetts"	"25"	"Nov 12, 2011"	"2011/11/12"	11.35	223	10.30	11.70	0.37
	"Massachusetts"	"25"	"Nov 13, 2011"	"2011/11/13"	8.21	223	7.80	9.20	0.35
	"Massachusetts"	"25"	"Nov 14, 2011"	"2011/11/14"	3.41	223	2.70	4.60	0.41
	"Massachusetts"	"25"	"Nov 15, 2011"	"2011/11/15"	12.36	223	12.20	12.50	0.09
	"Massachusetts"	"25"	"Nov 16, 2011"	"2011/11/16"	11.27	223	10.70	11.80	0.26
	"Massachusetts"	"25"	"Nov 17, 2011"	"2011/11/17"	8.76	223	7.20	9.90	0.65
	"Massachusetts"	"25"	"Nov 18, 2011"	"2011/11/18"	6.32	223	5.30	6.90	0.36
	"Massachusetts"	"25"	"Nov 19, 2011"	"2011/11/19"	2.66	223	1.60	3.90	0.51
	"Massachusetts"	"25"	"Nov 20, 2011"	"2011/11/20"	9.14	223	8.80	9.70	0.18
	"Massachusetts"	"25"	"Nov 21, 2011"	"2011/11/21"	8.87	223	8.10	9.20	0.27
	"Massachusetts"	"25"	"Nov 22, 2011"	"2011/11/22"	9.52	223	9.20	9.90	0.17
	"Massachusetts"	"25"	"Nov 23, 2011"	"2011/11/23"	8.65	223	6.80	10.00	0.75
	"Massachusetts"	"25"	"Nov 24, 2011"	"2011/11/24"	7.72	223	6.40	8.90	0.67
	"Massachusetts"	"25"	"Nov 25, 2011"	"2011/11/25"	8.28	223	7.90	8.60	0.17
	"Massachusetts"	"25"	"Nov 26, 2011"	"2011/11/26"	7.15	223	6.20	8.00	0.38
	"Massachusetts"	"25"	"Nov 27, 2011"	"2011/11/27"	11.83	223	11.20	12.40	0.24
	"Massachusetts"	"25"	"Nov 28, 2011"	"2011/11/28"	8.17	223	7.50	8.60	0.27
	"Massachusetts"	"25"	"Nov 29, 2011"	"2011/11/29"	10.55	223	8.90	11.70	0.63
	"Massachusetts"	"25"	"Nov 30, 2011"	"2011/11/30"	10.40	223	9.60	11.10	0.34
	"Massachusetts"	"25"	"Dec 01, 2011"	"2011/12/01"	9.92	223	9.30	10.30	0.24
	"Massachusetts"	"25"	"Dec 02, 2011"	"2011/12/02"	8.71	223	7.90	9.60	0.39
	"Massachusetts"	"25"	"Dec 03, 2011"	"2011/12/03"	12.11	223	11.50	12.90	0.32
	"Massachusetts"	"25"	"Dec 04, 2011"	"2011/12/04"	8.68	223	7.60	9.40	0.40
	"Massachusetts"	"25"	"Dec 05, 2011"	"2011/12/05"	7.96	223	7.40	8.90	0.37
	"Massachusetts"	"25"	"Dec 06, 2011"	"2011/12/06"	16.81	223	16.10	17.40	0.30
	"Massachusetts"	"25"	"Dec 07, 2011"	"2011/12/07"	14.01	223	13.50	14.60	0.28
	"Massachusetts"	"25"	"Dec 08, 2011"	"2011/12/08"	9.16	223	8.50	10.00	0.39
	"Massachusetts"	"25"	"Dec 09, 2011"	"2011/12/09"	21.23	223	21.10	21.60	0.09
	"Massachusetts"	"25"	"Dec 10, 2011"	"2011/12/10"	19.82	223	19.50	20.20	0.19
	"Massachusetts"	"25"	"Dec 11, 2011"	"2011/12/11"	11.60	223	10.60	12.60	0.47
	"Massachusetts"	"25"	"Dec 12, 2011"	"2011/12/12"	14.09	223	12.70	15.00	0.51
	"Massachusetts"	"25"	"Dec 13, 2011"	"2011/12/13"	13.66	223	12.30	15.10	0.73
	"Massachusetts"	"25"	"Dec 14, 2011"	"2011/12/14"	8.67	223	7.40	9.10	0.41
	"Massachusetts"	"25"	"Dec 15, 2011"	"2011/12/15"	10.73	223	10.30	11.00	0.15
	"Massachusetts"	"25"	"Dec 16, 2011"	"2011/12/16"	9.98	223	9.30	10.90	0.40
	"Massachusetts"	"25"	"Dec 17, 2011"	"2011/12/17"	22.90	223	20.00	25.60	1.48
	"Massachusetts"	"25"	"Dec 18, 2011"	"2011/12/18"	13.24	223	12.60	14.30	0.45
	"Massachusetts"	"25"	"Dec 19, 2011"	"2011/12/19"	13.82	223	12.30	14.60	0.58
	"Massachusetts"	"25"	"Dec 20, 2011"	"2011/12/20"	11.51	223	11.10	12.00	0.25
	"Massachusetts"	"25"	"Dec 21, 2011"	"2011/12/21"	13.54	223	13.10	14.00	0.20
	"Massachusetts"	"25"	"Dec 22, 2011"	"2011/12/22"	13.93	223	12.60	14.60	0.49
	"Massachusetts"	"25"	"Dec 23, 2011"	"2011/12/23"	11.91	223	10.40	13.10	0.69
	"Massachusetts"	"25"	"Dec 24, 2011"	"2011/12/24"	26.03	223	24.10	26.80	0.57
	"Massachusetts"	"25"	"Dec 25, 2011"	"2011/12/25"	29.86	223	28.20	30.90	0.62
	"Massachusetts"	"25"	"Dec 26, 2011"	"2011/12/26"	10.12	223	9.40	10.80	0.36
	"Massachusetts"	"25"	"Dec 27, 2011"	"2011/12/27"	8.57	223	7.70	9.70	0.50
	"Massachusetts"	"25"	"Dec 28, 2011"	"2011/12/28"	15.98	223	14.80	17.30	0.67
	"Massachusetts"	"25"	"Dec 29, 2011"	"2011/12/29"	9.98	223	8.60	11.50	0.84
	"Massachusetts"	"25"	"Dec 30, 2011"	"2011/12/30"	15.85	223	12.60	17.40	1.11
	"Massachusetts"	"25"	"Dec 31, 2011"	"2011/12/31"	14.18	223	11.40	16.40	1.22
"Total"	"Massachusetts"	"25"			10.48	81395	0.00	30.90	4.15
	"Michigan"	"26"	"Jan 01, 2011"	"2011/01/01"	18.01	1671	10.40	24.20	3.61
	"Michigan"	"26"	"Jan 02, 2011"	"2011/01/02"	12.22	1671	10.40	15.00	0.99
	"Michigan"	"26"	"Jan 03, 2011"	"2011/01/03"	8.28	1671	6.80	10.30	0.68
	"Michigan"	"26"	"Jan 04, 2011"	"2011/01/04"	10.01	1671	7.40	13.70	1.45
	"Michigan"	"26"	"Jan 05, 2011"	"2011/01/05"	12.14	1671	10.90	14.50	0.99
	"Michigan"	"26"	"Jan 06, 2011"	"2011/01/06"	10.83	1671	9.50	12.10	0.70
	"Michigan"	"26"	"Jan 07, 2011"	"2011/01/07"	13.19	1671	9.70	14.90	1.26
	"Michigan"	"26"	"Jan 08, 2011"	"2011/01/08"	13.06	1671	10.60	13.80	0.73
	"Michigan"	"26"	"Jan 09, 2011"	"2011/01/09"	5.79	1671	5.20	6.30	0.21
	"Michigan"	"26"	"Jan 10, 2011"	"2011/01/10"	14.58	1671	13.40	15.10	0.40
	"Michigan"	"26"	"Jan 11, 2011"	"2011/01/11"	8.94	1671	7.80	11.10	0.67
	"Michigan"	"26"	"Jan 12, 2011"	"2011/01/12"	10.11	1671	9.40	12.30	0.68
	"Michigan"	"26"	"Jan 13, 2011"	"2011/01/13"	12.73	1671	12.20	13.10	0.12
	"Michigan"	"26"	"Jan 14, 2011"	"2011/01/14"	13.88	1671	13.20	14.40	0.28
	"Michigan"	"26"	"Jan 15, 2011"	"2011/01/15"	10.52	1671	8.10	11.50	0.86
	"Michigan"	"26"	"Jan 16, 2011"	"2011/01/16"	22.06	1671	20.60	22.90	0.47
	"Michigan"	"26"	"Jan 17, 2011"	"2011/01/17"	16.13	1671	14.90	17.10	0.43
	"Michigan"	"26"	"Jan 18, 2011"	"2011/01/18"	11.91	1671	11.10	14.60	0.89
	"Michigan"	"26"	"Jan 19, 2011"	"2011/01/19"	15.10	1671	14.00	15.80	0.30
	"Michigan"	"26"	"Jan 20, 2011"	"2011/01/20"	8.28	1671	6.20	11.30	1.20
	"Michigan"	"26"	"Jan 21, 2011"	"2011/01/21"	16.18	1671	10.90	19.30	2.24
	"Michigan"	"26"	"Jan 22, 2011"	"2011/01/22"	16.59	1671	13.90	18.70	1.08
	"Michigan"	"26"	"Jan 23, 2011"	"2011/01/23"	12.57	1671	11.40	13.60	0.46
	"Michigan"	"26"	"Jan 24, 2011"	"2011/01/24"	15.89	1671	8.60	18.80	2.35
	"Michigan"	"26"	"Jan 25, 2011"	"2011/01/25"	12.61	1671	10.90	13.70	0.54
	"Michigan"	"26"	"Jan 26, 2011"	"2011/01/26"	10.98	1671	7.00	14.80	1.58
	"Michigan"	"26"	"Jan 27, 2011"	"2011/01/27"	10.17	1671	9.10	11.40	0.47
	"Michigan"	"26"	"Jan 28, 2011"	"2011/01/28"	11.87	1671	10.20	14.40	0.97
	"Michigan"	"26"	"Jan 29, 2011"	"2011/01/29"	17.17	1671	15.30	20.60	1.00
	"Michigan"	"26"	"Jan 30, 2011"	"2011/01/30"	18.04	1671	12.40	20.50	1.81
	"Michigan"	"26"	"Jan 31, 2011"	"2011/01/31"	8.96	1671	6.90	10.80	1.03
	"Michigan"	"26"	"Feb 01, 2011"	"2011/02/01"	6.99	1671	6.50	8.50	0.52
	"Michigan"	"26"	"Feb 02, 2011"	"2011/02/02"	5.31	1671	4.40	6.30	0.51
	"Michigan"	"26"	"Feb 03, 2011"	"2011/02/03"	10.51	1671	9.70	11.90	0.40
	"Michigan"	"26"	"Feb 04, 2011"	"2011/02/04"	15.15	1671	12.50	18.00	1.23
	"Michigan"	"26"	"Feb 05, 2011"	"2011/02/05"	9.91	1671	7.80	11.60	0.88
	"Michigan"	"26"	"Feb 06, 2011"	"2011/02/06"	17.00	1671	15.70	18.20	0.41
	"Michigan"	"26"	"Feb 07, 2011"	"2011/02/07"	8.98	1671	7.30	10.60	0.64
	"Michigan"	"26"	"Feb 08, 2011"	"2011/02/08"	7.17	1671	6.60	7.50	0.15
	"Michigan"	"26"	"Feb 09, 2011"	"2011/02/09"	7.12	1671	6.50	7.70	0.24
	"Michigan"	"26"	"Feb 10, 2011"	"2011/02/10"	8.78	1671	7.90	9.10	0.24
	"Michigan"	"26"	"Feb 11, 2011"	"2011/02/11"	15.39	1671	9.20	19.40	2.49
	"Michigan"	"26"	"Feb 12, 2011"	"2011/02/12"	11.09	1671	10.30	12.30	0.41
	"Michigan"	"26"	"Feb 13, 2011"	"2011/02/13"	17.65	1671	15.70	18.90	0.70
	"Michigan"	"26"	"Feb 14, 2011"	"2011/02/14"	10.34	1671	8.90	12.60	0.64
	"Michigan"	"26"	"Feb 15, 2011"	"2011/02/15"	7.56	1671	6.10	8.70	0.65
	"Michigan"	"26"	"Feb 16, 2011"	"2011/02/16"	6.94	1671	5.50	10.20	0.83
	"Michigan"	"26"	"Feb 17, 2011"	"2011/02/17"	1.94	1671	0.00	7.10	1.78
	"Michigan"	"26"	"Feb 18, 2011"	"2011/02/18"	9.20	1671	7.30	11.40	1.10
	"Michigan"	"26"	"Feb 19, 2011"	"2011/02/19"	4.59	1671	2.00	6.10	0.78
	"Michigan"	"26"	"Feb 20, 2011"	"2011/02/20"	9.86	1671	7.50	11.10	0.75
	"Michigan"	"26"	"Feb 21, 2011"	"2011/02/21"	9.64	1671	8.80	10.50	0.35
	"Michigan"	"26"	"Feb 22, 2011"	"2011/02/22"	9.95	1671	9.60	10.40	0.19
	"Michigan"	"26"	"Feb 23, 2011"	"2011/02/23"	16.34	1671	12.30	18.90	1.45
	"Michigan"	"26"	"Feb 24, 2011"	"2011/02/24"	9.73	1671	7.40	14.20	1.65
	"Michigan"	"26"	"Feb 25, 2011"	"2011/02/25"	8.85	1671	6.80	10.00	0.61
	"Michigan"	"26"	"Feb 26, 2011"	"2011/02/26"	12.12	1671	9.10	14.50	1.41
	"Michigan"	"26"	"Feb 27, 2011"	"2011/02/27"	7.02	1671	4.20	10.50	1.31
	"Michigan"	"26"	"Feb 28, 2011"	"2011/02/28"	10.98	1671	9.80	13.60	0.84
	"Michigan"	"26"	"Mar 01, 2011"	"2011/03/01"	15.09	1671	11.70	17.80	1.40
	"Michigan"	"26"	"Mar 02, 2011"	"2011/03/02"	10.94	1671	7.60	12.90	1.46
	"Michigan"	"26"	"Mar 03, 2011"	"2011/03/03"	13.30	1671	10.80	15.50	1.14
	"Michigan"	"26"	"Mar 04, 2011"	"2011/03/04"	10.35	1671	6.50	13.40	1.97
	"Michigan"	"26"	"Mar 05, 2011"	"2011/03/05"	8.41	1671	6.60	10.00	0.77
	"Michigan"	"26"	"Mar 06, 2011"	"2011/03/06"	7.22	1671	5.80	9.40	0.77
	"Michigan"	"26"	"Mar 07, 2011"	"2011/03/07"	8.26	1671	6.00	10.00	0.99
	"Michigan"	"26"	"Mar 08, 2011"	"2011/03/08"	8.03	1671	2.00	16.60	2.98
	"Michigan"	"26"	"Mar 09, 2011"	"2011/03/09"	8.34	1671	6.20	9.30	0.65
	"Michigan"	"26"	"Mar 10, 2011"	"2011/03/10"	9.12	1671	7.50	10.80	0.70
	"Michigan"	"26"	"Mar 11, 2011"	"2011/03/11"	11.39	1671	8.40	14.10	1.09
	"Michigan"	"26"	"Mar 12, 2011"	"2011/03/12"	7.11	1671	5.30	9.00	0.77
	"Michigan"	"26"	"Mar 13, 2011"	"2011/03/13"	7.04	1671	3.30	10.70	1.49
	"Michigan"	"26"	"Mar 14, 2011"	"2011/03/14"	5.09	1671	2.90	6.50	0.65
	"Michigan"	"26"	"Mar 15, 2011"	"2011/03/15"	11.50	1671	6.50	14.10	2.16
	"Michigan"	"26"	"Mar 16, 2011"	"2011/03/16"	7.73	1671	5.50	10.00	1.05
	"Michigan"	"26"	"Mar 17, 2011"	"2011/03/17"	11.05	1671	9.60	13.20	0.59
	"Michigan"	"26"	"Mar 18, 2011"	"2011/03/18"	11.68	1671	6.40	19.50	2.78
	"Michigan"	"26"	"Mar 19, 2011"	"2011/03/19"	0.98	1671	0.00	2.60	0.62
	"Michigan"	"26"	"Mar 20, 2011"	"2011/03/20"	6.60	1671	1.40	10.90	2.11
	"Michigan"	"26"	"Mar 21, 2011"	"2011/03/21"	8.77	1671	7.10	10.40	0.60
	"Michigan"	"26"	"Mar 22, 2011"	"2011/03/22"	5.32	1671	1.10	11.40	2.27
	"Michigan"	"26"	"Mar 23, 2011"	"2011/03/23"	6.07	1671	2.70	8.60	1.27
	"Michigan"	"26"	"Mar 24, 2011"	"2011/03/24"	7.93	1671	5.80	10.00	1.20
	"Michigan"	"26"	"Mar 25, 2011"	"2011/03/25"	17.83	1671	13.60	20.60	1.13
	"Michigan"	"26"	"Mar 26, 2011"	"2011/03/26"	10.70	1671	8.40	14.30	1.11
	"Michigan"	"26"	"Mar 27, 2011"	"2011/03/27"	10.60	1671	9.00	11.50	0.45
	"Michigan"	"26"	"Mar 28, 2011"	"2011/03/28"	18.70	1671	14.80	22.10	1.72
	"Michigan"	"26"	"Mar 29, 2011"	"2011/03/29"	10.65	1671	8.70	14.00	1.22
	"Michigan"	"26"	"Mar 30, 2011"	"2011/03/30"	11.15	1671	8.70	15.10	1.50
	"Michigan"	"26"	"Mar 31, 2011"	"2011/03/31"	20.39	1671	14.40	28.00	3.62
	"Michigan"	"26"	"Apr 01, 2011"	"2011/04/01"	8.87	1671	7.50	10.10	0.57
	"Michigan"	"26"	"Apr 02, 2011"	"2011/04/02"	9.06	1671	7.00	13.20	1.17
	"Michigan"	"26"	"Apr 03, 2011"	"2011/04/03"	12.86	1671	8.30	17.00	1.86
	"Michigan"	"26"	"Apr 04, 2011"	"2011/04/04"	11.61	1671	7.30	15.30	2.02
	"Michigan"	"26"	"Apr 05, 2011"	"2011/04/05"	2.56	1671	0.40	7.10	1.47
	"Michigan"	"26"	"Apr 06, 2011"	"2011/04/06"	9.47	1671	6.50	12.00	1.13
	"Michigan"	"26"	"Apr 07, 2011"	"2011/04/07"	7.39	1671	4.30	12.80	2.58
	"Michigan"	"26"	"Apr 08, 2011"	"2011/04/08"	9.37	1671	0.00	18.90	5.18
	"Michigan"	"26"	"Apr 09, 2011"	"2011/04/09"	14.02	1671	8.00	22.00	4.07
	"Michigan"	"26"	"Apr 10, 2011"	"2011/04/10"	5.57	1671	0.90	12.70	1.89
	"Michigan"	"26"	"Apr 11, 2011"	"2011/04/11"	11.14	1671	7.10	16.40	2.28
	"Michigan"	"26"	"Apr 12, 2011"	"2011/04/12"	4.62	1671	0.50	9.10	2.04
	"Michigan"	"26"	"Apr 13, 2011"	"2011/04/13"	9.92	1671	2.60	13.90	2.77
	"Michigan"	"26"	"Apr 14, 2011"	"2011/04/14"	11.36	1671	7.20	17.90	2.10
	"Michigan"	"26"	"Apr 15, 2011"	"2011/04/15"	7.00	1671	2.40	12.20	2.30
	"Michigan"	"26"	"Apr 16, 2011"	"2011/04/16"	11.25	1671	7.90	13.60	1.31
	"Michigan"	"26"	"Apr 17, 2011"	"2011/04/17"	4.71	1671	0.00	9.10	2.21
	"Michigan"	"26"	"Apr 18, 2011"	"2011/04/18"	13.00	1671	9.90	15.80	1.46
	"Michigan"	"26"	"Apr 19, 2011"	"2011/04/19"	9.28	1671	6.20	16.20	1.74
	"Michigan"	"26"	"Apr 20, 2011"	"2011/04/20"	6.40	1671	5.60	7.60	0.42
	"Michigan"	"26"	"Apr 21, 2011"	"2011/04/21"	7.27	1671	0.00	19.40	5.21
	"Michigan"	"26"	"Apr 22, 2011"	"2011/04/22"	11.58	1671	0.00	20.10	6.35
	"Michigan"	"26"	"Apr 23, 2011"	"2011/04/23"	8.32	1671	4.00	12.90	1.70
	"Michigan"	"26"	"Apr 24, 2011"	"2011/04/24"	6.50	1671	0.90	11.50	3.54
	"Michigan"	"26"	"Apr 25, 2011"	"2011/04/25"	3.53	1671	0.00	6.10	1.51
	"Michigan"	"26"	"Apr 26, 2011"	"2011/04/26"	7.27	1671	4.80	10.60	1.33
	"Michigan"	"26"	"Apr 27, 2011"	"2011/04/27"	2.07	1671	0.00	7.00	1.78
	"Michigan"	"26"	"Apr 28, 2011"	"2011/04/28"	5.92	1671	1.20	10.90	1.64
	"Michigan"	"26"	"Apr 29, 2011"	"2011/04/29"	6.59	1671	4.00	9.30	1.37
	"Michigan"	"26"	"Apr 30, 2011"	"2011/04/30"	10.56	1671	5.00	15.10	2.49
	"Michigan"	"26"	"May 01, 2011"	"2011/05/01"	3.57	1671	0.00	10.60	3.03
	"Michigan"	"26"	"May 02, 2011"	"2011/05/02"	7.86	1671	3.00	16.30	3.33
	"Michigan"	"26"	"May 03, 2011"	"2011/05/03"	8.06	1671	3.40	11.50	2.15
	"Michigan"	"26"	"May 04, 2011"	"2011/05/04"	8.36	1671	5.30	11.10	1.38
	"Michigan"	"26"	"May 05, 2011"	"2011/05/05"	11.20	1671	8.80	15.10	1.16
	"Michigan"	"26"	"May 06, 2011"	"2011/05/06"	9.81	1671	2.50	18.30	2.85
	"Michigan"	"26"	"May 07, 2011"	"2011/05/07"	10.56	1671	6.20	16.60	2.95
	"Michigan"	"26"	"May 08, 2011"	"2011/05/08"	11.62	1671	8.60	17.40	2.14
	"Michigan"	"26"	"May 09, 2011"	"2011/05/09"	22.83	1671	15.00	28.80	2.42
	"Michigan"	"26"	"May 10, 2011"	"2011/05/10"	15.26	1671	0.00	20.80	3.94
	"Michigan"	"26"	"May 11, 2011"	"2011/05/11"	13.63	1671	5.90	17.70	2.03
	"Michigan"	"26"	"May 12, 2011"	"2011/05/12"	14.29	1671	3.90	19.80	2.66
	"Michigan"	"26"	"May 13, 2011"	"2011/05/13"	3.03	1671	0.00	10.30	3.19
	"Michigan"	"26"	"May 14, 2011"	"2011/05/14"	4.39	1671	2.60	7.00	0.86
	"Michigan"	"26"	"May 15, 2011"	"2011/05/15"	5.42	1671	3.30	9.00	1.19
	"Michigan"	"26"	"May 16, 2011"	"2011/05/16"	4.18	1671	2.40	6.20	0.90
	"Michigan"	"26"	"May 17, 2011"	"2011/05/17"	8.43	1671	4.20	10.60	1.81
	"Michigan"	"26"	"May 18, 2011"	"2011/05/18"	9.56	1671	6.00	16.00	2.50
	"Michigan"	"26"	"May 19, 2011"	"2011/05/19"	8.54	1671	6.90	12.50	1.14
	"Michigan"	"26"	"May 20, 2011"	"2011/05/20"	12.83	1671	9.70	16.10	1.65
	"Michigan"	"26"	"May 21, 2011"	"2011/05/21"	10.84	1671	8.60	13.60	1.09
	"Michigan"	"26"	"May 22, 2011"	"2011/05/22"	9.70	1671	4.70	15.40	2.26
	"Michigan"	"26"	"May 23, 2011"	"2011/05/23"	7.14	1671	2.40	12.70	2.07
	"Michigan"	"26"	"May 24, 2011"	"2011/05/24"	9.72	1671	7.20	14.10	1.71
	"Michigan"	"26"	"May 25, 2011"	"2011/05/25"	13.21	1671	6.70	18.00	1.73
	"Michigan"	"26"	"May 26, 2011"	"2011/05/26"	16.06	1671	5.10	30.90	6.83
	"Michigan"	"26"	"May 27, 2011"	"2011/05/27"	5.40	1671	2.20	11.60	1.50
	"Michigan"	"26"	"May 28, 2011"	"2011/05/28"	4.29	1671	2.10	8.10	1.73
	"Michigan"	"26"	"May 29, 2011"	"2011/05/29"	10.99	1671	0.40	21.80	5.87
	"Michigan"	"26"	"May 30, 2011"	"2011/05/30"	13.00	1671	7.80	20.50	3.15
	"Michigan"	"26"	"May 31, 2011"	"2011/05/31"	4.41	1671	0.30	10.70	2.35
	"Michigan"	"26"	"Jun 01, 2011"	"2011/06/01"	8.32	1671	5.90	13.50	1.68
	"Michigan"	"26"	"Jun 02, 2011"	"2011/06/02"	7.70	1671	3.20	18.70	3.52
	"Michigan"	"26"	"Jun 03, 2011"	"2011/06/03"	15.18	1671	9.10	23.10	2.02
	"Michigan"	"26"	"Jun 04, 2011"	"2011/06/04"	21.06	1671	6.40	47.50	9.59
	"Michigan"	"26"	"Jun 05, 2011"	"2011/06/05"	15.21	1671	11.80	24.90	2.62
	"Michigan"	"26"	"Jun 06, 2011"	"2011/06/06"	11.37	1671	5.50	17.50	2.32
	"Michigan"	"26"	"Jun 07, 2011"	"2011/06/07"	13.64	1671	1.30	24.00	5.92
	"Michigan"	"26"	"Jun 08, 2011"	"2011/06/08"	25.08	1671	12.50	38.50	6.24
	"Michigan"	"26"	"Jun 09, 2011"	"2011/06/09"	12.06	1671	4.80	22.90	4.08
	"Michigan"	"26"	"Jun 10, 2011"	"2011/06/10"	17.57	1671	9.60	23.80	3.23
	"Michigan"	"26"	"Jun 11, 2011"	"2011/06/11"	18.88	1671	8.30	22.80	3.95
	"Michigan"	"26"	"Jun 12, 2011"	"2011/06/12"	11.37	1671	6.10	16.40	2.42
	"Michigan"	"26"	"Jun 13, 2011"	"2011/06/13"	13.93	1671	6.10	17.70	3.09
	"Michigan"	"26"	"Jun 14, 2011"	"2011/06/14"	17.67	1671	7.10	23.40	3.75
	"Michigan"	"26"	"Jun 15, 2011"	"2011/06/15"	18.17	1671	7.00	26.40	5.89
	"Michigan"	"26"	"Jun 16, 2011"	"2011/06/16"	12.51	1671	0.00	20.30	6.58
	"Michigan"	"26"	"Jun 17, 2011"	"2011/06/17"	11.28	1671	7.00	18.40	2.15
	"Michigan"	"26"	"Jun 18, 2011"	"2011/06/18"	12.39	1671	9.00	16.70	1.32
	"Michigan"	"26"	"Jun 19, 2011"	"2011/06/19"	14.75	1671	8.00	24.90	3.99
	"Michigan"	"26"	"Jun 20, 2011"	"2011/06/20"	10.49	1671	7.70	16.80	1.93
	"Michigan"	"26"	"Jun 21, 2011"	"2011/06/21"	12.96	1671	0.10	28.30	4.85
	"Michigan"	"26"	"Jun 22, 2011"	"2011/06/22"	14.20	1671	8.70	17.80	1.98
	"Michigan"	"26"	"Jun 23, 2011"	"2011/06/23"	14.01	1671	6.30	18.40	2.35
	"Michigan"	"26"	"Jun 24, 2011"	"2011/06/24"	12.04	1671	0.00	20.00	7.01
	"Michigan"	"26"	"Jun 25, 2011"	"2011/06/25"	7.84	1671	4.10	15.40	1.84
	"Michigan"	"26"	"Jun 26, 2011"	"2011/06/26"	10.94	1671	7.50	15.70	1.70
	"Michigan"	"26"	"Jun 27, 2011"	"2011/06/27"	8.99	1671	0.50	18.70	4.26
	"Michigan"	"26"	"Jun 28, 2011"	"2011/06/28"	9.64	1671	6.60	11.00	0.71
	"Michigan"	"26"	"Jun 29, 2011"	"2011/06/29"	6.78	1671	4.90	11.20	0.90
	"Michigan"	"26"	"Jun 30, 2011"	"2011/06/30"	13.38	1671	9.10	18.50	2.13
	"Michigan"	"26"	"Jul 01, 2011"	"2011/07/01"	19.70	1671	9.50	32.00	4.85
	"Michigan"	"26"	"Jul 02, 2011"	"2011/07/02"	20.32	1671	9.60	36.10	6.23
	"Michigan"	"26"	"Jul 03, 2011"	"2011/07/03"	14.12	1671	8.50	22.20	3.70
	"Michigan"	"26"	"Jul 04, 2011"	"2011/07/04"	16.01	1671	12.20	20.20	1.77
	"Michigan"	"26"	"Jul 05, 2011"	"2011/07/05"	16.71	1671	11.50	19.80	1.60
	"Michigan"	"26"	"Jul 06, 2011"	"2011/07/06"	14.11	1671	9.00	18.00	1.50
	"Michigan"	"26"	"Jul 07, 2011"	"2011/07/07"	13.17	1671	9.30	19.60	2.98
	"Michigan"	"26"	"Jul 08, 2011"	"2011/07/08"	12.78	1671	9.60	15.90	1.12
	"Michigan"	"26"	"Jul 09, 2011"	"2011/07/09"	18.02	1671	14.00	21.60	1.18
	"Michigan"	"26"	"Jul 10, 2011"	"2011/07/10"	20.22	1671	6.70	29.60	5.78
	"Michigan"	"26"	"Jul 11, 2011"	"2011/07/11"	20.08	1671	8.40	35.00	6.82
	"Michigan"	"26"	"Jul 12, 2011"	"2011/07/12"	8.91	1671	4.20	13.60	1.71
	"Michigan"	"26"	"Jul 13, 2011"	"2011/07/13"	9.24	1671	3.20	11.60	2.26
	"Michigan"	"26"	"Jul 14, 2011"	"2011/07/14"	14.26	1671	9.80	16.40	0.86
	"Michigan"	"26"	"Jul 15, 2011"	"2011/07/15"	10.36	1671	7.50	14.80	1.61
	"Michigan"	"26"	"Jul 16, 2011"	"2011/07/16"	10.26	1671	5.40	15.00	2.44
	"Michigan"	"26"	"Jul 17, 2011"	"2011/07/17"	14.66	1671	6.50	19.70	2.45
	"Michigan"	"26"	"Jul 18, 2011"	"2011/07/18"	9.13	1671	0.00	22.20	7.57
	"Michigan"	"26"	"Jul 19, 2011"	"2011/07/19"	2.46	1671	0.00	12.50	2.65
	"Michigan"	"26"	"Jul 20, 2011"	"2011/07/20"	10.65	1671	0.60	18.70	4.47
	"Michigan"	"26"	"Jul 21, 2011"	"2011/07/21"	8.52	1671	3.60	14.60	2.54
	"Michigan"	"26"	"Jul 22, 2011"	"2011/07/22"	12.51	1671	7.20	18.60	2.57
	"Michigan"	"26"	"Jul 23, 2011"	"2011/07/23"	15.27	1671	5.10	24.20	4.18
	"Michigan"	"26"	"Jul 24, 2011"	"2011/07/24"	13.77	1671	6.80	18.60	2.73
	"Michigan"	"26"	"Jul 25, 2011"	"2011/07/25"	7.90	1671	5.30	14.20	2.05
	"Michigan"	"26"	"Jul 26, 2011"	"2011/07/26"	11.56	1671	9.40	20.40	1.46
	"Michigan"	"26"	"Jul 27, 2011"	"2011/07/27"	14.69	1671	8.60	20.50	2.44
	"Michigan"	"26"	"Jul 28, 2011"	"2011/07/28"	13.11	1671	3.60	19.00	3.81
	"Michigan"	"26"	"Jul 29, 2011"	"2011/07/29"	10.81	1671	6.50	19.70	3.42
	"Michigan"	"26"	"Jul 30, 2011"	"2011/07/30"	10.71	1671	3.00	13.10	1.06
	"Michigan"	"26"	"Jul 31, 2011"	"2011/07/31"	11.05	1671	4.90	14.70	2.02
	"Michigan"	"26"	"Aug 01, 2011"	"2011/08/01"	12.08	1671	1.00	19.90	3.60
	"Michigan"	"26"	"Aug 02, 2011"	"2011/08/02"	17.71	1671	11.30	24.40	3.32
	"Michigan"	"26"	"Aug 03, 2011"	"2011/08/03"	14.84	1671	8.60	18.30	1.12
	"Michigan"	"26"	"Aug 04, 2011"	"2011/08/04"	19.23	1671	9.50	26.80	2.81
