"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Min Temp for Daily Max Air Temp (F)	Max Temp for Daily Max Air Temp (F)	Avg Daily Min Air Temperature (F)	Record Count for Daily Min Air Temp (F)	Min Temp for Daily Min Air Temp (F)	Max Temp for Daily Min Air Temp (F)	Avg Daily Max Heat Index (F)	Record Count for Daily Max Heat Index (F)	Min for Daily Max Heat Index (F)	Max for Daily Max Heat Index (F)
	"Nevada"	"32"	"Oct 30, 2011"	"2011/10/30"	61.68	1937	47.80	84.50	40.68	1937	26.30	61.20	79.41	11	78.20	81.60
	"Nevada"	"32"	"Oct 31, 2011"	"2011/10/31"	61.53	1937	43.10	87.20	42.16	1937	24.70	65.90	79.67	50	78.10	83.70
	"Nevada"	"32"	"Nov 01, 2011"	"2011/11/01"	47.60	1937	26.80	84.70	27.51	1937	9.60	62.50	79.44	17	78.20	81.60
	"Nevada"	"32"	"Nov 02, 2011"	"2011/11/02"	40.76	1937	23.20	67.00	23.76	1937	8.00	52.80	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 03, 2011"	"2011/11/03"	47.05	1937	28.40	74.20	27.79	1937	11.00	48.20	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 04, 2011"	"2011/11/04"	41.12	1937	18.80	68.40	25.59	1937	5.80	54.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 05, 2011"	"2011/11/05"	34.04	1937	18.20	60.90	22.05	1937	3.50	49.00	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 06, 2011"	"2011/11/06"	35.82	1937	18.20	59.80	26.25	1937	8.70	45.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 07, 2011"	"2011/11/07"	36.72	1937	20.10	62.50	24.86	1937	7.70	49.20	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 08, 2011"	"2011/11/08"	37.79	1937	20.80	62.50	23.16	1937	5.50	45.00	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 09, 2011"	"2011/11/09"	40.71	1937	23.00	65.40	24.45	1937	7.50	50.20	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 10, 2011"	"2011/11/10"	43.24	1937	24.50	68.90	27.42	1937	10.80	49.80	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 11, 2011"	"2011/11/11"	46.37	1937	26.00	72.00	30.95	1937	12.60	56.00	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 12, 2011"	"2011/11/12"	44.15	1937	26.30	66.60	33.97	1937	17.80	53.60	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 13, 2011"	"2011/11/13"	46.93	1937	27.20	71.20	33.89	1937	18.00	57.60	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 14, 2011"	"2011/11/14"	47.02	1937	27.80	71.60	32.84	1937	17.30	56.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 15, 2011"	"2011/11/15"	45.09	1937	24.60	72.40	31.32	1937	14.40	55.60	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 16, 2011"	"2011/11/16"	44.30	1937	24.10	72.40	29.77	1937	12.50	54.80	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 17, 2011"	"2011/11/17"	49.56	1937	30.70	74.60	33.73	1937	18.70	55.60	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 18, 2011"	"2011/11/18"	46.03	1937	28.40	71.90	31.22	1937	12.80	54.30	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 19, 2011"	"2011/11/19"	38.38	1937	18.00	65.70	26.90	1937	8.00	51.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 20, 2011"	"2011/11/20"	38.45	1937	22.60	64.30	26.11	1937	8.40	48.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 21, 2011"	"2011/11/21"	40.15	1937	23.00	67.10	28.31	1937	12.10	55.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 22, 2011"	"2011/11/22"	45.55	1937	26.80	68.70	30.44	1937	14.10	51.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 23, 2011"	"2011/11/23"	50.99	1937	32.90	73.90	33.96	1937	19.90	51.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 24, 2011"	"2011/11/24"	47.99	1937	30.40	70.00	34.27	1937	18.90	53.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 25, 2011"	"2011/11/25"	44.11	1937	25.10	70.70	31.07	1937	12.10	53.20	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 26, 2011"	"2011/11/26"	44.77	1937	24.30	70.50	30.10	1937	12.40	56.10	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 27, 2011"	"2011/11/27"	48.01	1937	27.70	72.00	32.23	1937	15.60	53.40	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 28, 2011"	"2011/11/28"	51.73	1937	33.20	75.50	35.73	1937	21.30	52.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 29, 2011"	"2011/11/29"	49.70	1937	31.00	77.00	34.48	1937	19.40	55.30	Missing	0	Missing	Missing
	"Nevada"	"32"	"Nov 30, 2011"	"2011/11/30"	41.23	1937	21.90	75.00	29.25	1937	11.00	55.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 01, 2011"	"2011/12/01"	35.24	1937	15.80	57.60	22.97	1937	5.80	51.60	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 02, 2011"	"2011/12/02"	32.51	1937	16.30	54.00	19.84	1937	3.60	48.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 03, 2011"	"2011/12/03"	26.86	1937	10.70	51.50	15.43	1937	-0.90	41.30	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 04, 2011"	"2011/12/04"	29.31	1937	14.60	52.50	15.26	1937	0.80	39.10	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 05, 2011"	"2011/12/05"	26.52	1937	9.80	51.60	14.71	1937	-1.20	39.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 06, 2011"	"2011/12/06"	29.25	1937	14.30	51.40	14.00	1937	-1.60	37.10	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 07, 2011"	"2011/12/07"	33.17	1937	18.90	53.80	19.94	1937	5.50	38.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 08, 2011"	"2011/12/08"	35.65	1937	20.00	58.00	21.92	1937	7.30	40.80	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 09, 2011"	"2011/12/09"	36.51	1937	19.40	62.90	22.07	1937	8.10	44.30	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 10, 2011"	"2011/12/10"	36.62	1937	18.40	63.40	22.90	1937	8.60	43.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 11, 2011"	"2011/12/11"	34.93	1937	18.40	61.70	22.58	1937	8.40	45.00	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 12, 2011"	"2011/12/12"	33.18	1937	16.10	54.70	23.10	1937	6.20	46.30	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 13, 2011"	"2011/12/13"	33.28	1937	17.40	58.30	23.20	1937	5.40	44.30	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 14, 2011"	"2011/12/14"	33.56	1937	17.60	58.30	21.00	1937	3.60	44.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 15, 2011"	"2011/12/15"	33.50	1937	15.30	58.20	23.05	1937	7.20	43.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 16, 2011"	"2011/12/16"	33.54	1937	18.20	57.10	20.57	1937	4.70	46.10	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 17, 2011"	"2011/12/17"	36.80	1937	21.20	61.20	22.03	1937	6.40	48.80	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 18, 2011"	"2011/12/18"	36.27	1937	19.80	54.80	24.55	1937	9.90	47.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 19, 2011"	"2011/12/19"	34.81	1937	18.80	59.00	22.89	1937	7.30	43.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 20, 2011"	"2011/12/20"	33.99	1937	16.50	58.00	21.00	1937	5.00	42.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 21, 2011"	"2011/12/21"	32.34	1937	12.90	60.10	17.34	1937	-0.60	42.90	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 22, 2011"	"2011/12/22"	26.71	1937	9.40	50.30	14.05	1937	-3.10	41.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 23, 2011"	"2011/12/23"	29.33	1937	13.10	51.70	15.18	1937	-0.80	39.60	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 24, 2011"	"2011/12/24"	32.52	1937	15.80	57.80	19.18	1937	3.80	43.20	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 25, 2011"	"2011/12/25"	35.02	1937	16.20	60.10	21.63	1937	5.90	42.40	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 26, 2011"	"2011/12/26"	36.66	1937	18.60	61.60	23.71	1937	8.50	45.20	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 27, 2011"	"2011/12/27"	37.92	1937	20.70	61.80	24.87	1937	9.70	47.00	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 28, 2011"	"2011/12/28"	42.59	1937	24.70	67.90	29.91	1937	14.80	47.50	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 29, 2011"	"2011/12/29"	45.98	1937	28.30	72.20	35.00	1937	20.90	50.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 30, 2011"	"2011/12/30"	49.16	1937	32.10	71.90	33.23	1937	18.60	53.70	Missing	0	Missing	Missing
	"Nevada"	"32"	"Dec 31, 2011"	"2011/12/31"	46.23	1937	30.70	71.00	28.48	1937	13.00	51.10	Missing	0	Missing	Missing
"Total"	"Nevada"	"32"			58.38	707005	4.50	115.10	40.70	707005	-14.10	92.70	84.18	147770	77.90	113.00
	"New Hampshire"	"33"	"Jan 01, 2011"	"2011/01/01"	42.29	168	36.70	46.60	36.02	168	31.50	40.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 02, 2011"	"2011/01/02"	40.51	168	35.90	44.90	31.15	168	24.00	38.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 03, 2011"	"2011/01/03"	31.19	168	24.00	38.10	22.79	168	14.00	28.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 04, 2011"	"2011/01/04"	27.40	168	19.40	33.80	21.35	168	13.60	28.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 05, 2011"	"2011/01/05"	28.56	168	18.90	35.20	21.64	168	11.50	29.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 06, 2011"	"2011/01/06"	23.92	168	14.30	29.80	19.23	168	10.00	26.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 07, 2011"	"2011/01/07"	25.69	168	16.30	33.00	19.84	168	10.80	26.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 08, 2011"	"2011/01/08"	27.97	168	20.90	34.10	20.27	168	11.00	30.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 09, 2011"	"2011/01/09"	25.98	168	17.20	33.00	18.85	168	9.80	27.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 10, 2011"	"2011/01/10"	22.38	168	13.50	30.20	16.23	168	8.20	24.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 11, 2011"	"2011/01/11"	24.20	168	15.90	29.90	14.16	168	8.80	24.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 12, 2011"	"2011/01/12"	27.66	168	20.90	36.20	18.24	168	10.30	29.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 13, 2011"	"2011/01/13"	24.14	168	16.00	31.50	14.13	168	9.50	22.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 14, 2011"	"2011/01/14"	22.13	168	13.50	29.50	12.87	168	4.10	22.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 15, 2011"	"2011/01/15"	21.30	168	14.00	30.50	8.66	168	-1.50	18.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 16, 2011"	"2011/01/16"	24.49	168	14.60	31.60	13.37	168	5.50	23.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 17, 2011"	"2011/01/17"	13.54	168	5.50	23.00	4.54	168	-4.60	16.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 18, 2011"	"2011/01/18"	30.72	168	23.60	37.10	5.19	168	-0.80	16.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 19, 2011"	"2011/01/19"	31.29	168	23.80	37.00	21.49	168	10.90	32.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 20, 2011"	"2011/01/20"	22.88	168	12.20	32.50	15.84	168	5.20	26.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 21, 2011"	"2011/01/21"	21.44	168	12.60	31.90	7.82	168	0.10	18.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 22, 2011"	"2011/01/22"	13.14	168	2.70	21.10	1.23	168	-6.80	15.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 23, 2011"	"2011/01/23"	9.13	168	-2.00	20.80	-8.00	168	-17.10	5.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 24, 2011"	"2011/01/24"	1.13	168	-9.20	10.00	-13.03	168	-21.20	1.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 25, 2011"	"2011/01/25"	20.04	168	11.90	27.30	-0.65	168	-9.20	9.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 26, 2011"	"2011/01/26"	27.01	168	19.60	32.80	15.98	168	7.40	24.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 27, 2011"	"2011/01/27"	25.82	168	16.60	31.80	14.73	168	8.90	22.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 28, 2011"	"2011/01/28"	26.72	168	18.70	31.70	13.34	168	7.10	19.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 29, 2011"	"2011/01/29"	29.10	168	21.20	33.50	20.06	168	13.60	27.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 30, 2011"	"2011/01/30"	24.58	168	16.90	31.80	15.25	168	6.40	24.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Jan 31, 2011"	"2011/01/31"	15.30	168	6.40	24.30	4.41	168	-6.80	15.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 01, 2011"	"2011/02/01"	21.07	168	12.30	29.70	7.86	168	-3.60	18.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 02, 2011"	"2011/02/02"	20.94	168	9.10	31.50	14.04	168	1.80	25.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 03, 2011"	"2011/02/03"	20.10	168	11.50	25.60	5.72	168	-1.00	17.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 04, 2011"	"2011/02/04"	23.74	168	14.70	30.50	5.20	168	-0.40	17.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 05, 2011"	"2011/02/05"	31.78	168	27.10	35.60	11.44	168	3.60	21.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 06, 2011"	"2011/02/06"	32.05	168	25.50	36.10	21.78	168	15.50	28.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 07, 2011"	"2011/02/07"	31.44	168	24.90	35.20	21.45	168	14.80	28.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 08, 2011"	"2011/02/08"	30.07	168	23.70	35.30	6.24	168	-3.40	17.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 09, 2011"	"2011/02/09"	20.91	168	11.90	27.30	-1.62	168	-8.90	11.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 10, 2011"	"2011/02/10"	14.48	168	5.50	23.40	4.93	168	-0.30	16.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 11, 2011"	"2011/02/11"	19.79	168	9.80	26.80	4.11	168	-0.10	16.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 12, 2011"	"2011/02/12"	28.78	168	19.80	34.90	10.07	168	1.60	20.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 13, 2011"	"2011/02/13"	28.60	168	22.70	32.90	10.81	168	-1.30	21.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 14, 2011"	"2011/02/14"	35.70	168	31.70	39.40	25.32	168	17.10	32.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 15, 2011"	"2011/02/15"	27.04	168	17.10	35.30	1.95	168	-8.20	14.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 16, 2011"	"2011/02/16"	29.59	168	24.50	32.70	1.91	168	-9.10	13.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 17, 2011"	"2011/02/17"	36.99	168	31.70	41.80	24.21	168	14.30	31.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 18, 2011"	"2011/02/18"	41.42	168	34.70	46.20	34.04	168	29.20	38.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 19, 2011"	"2011/02/19"	35.65	168	29.20	39.30	8.57	168	0.20	18.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 20, 2011"	"2011/02/20"	20.44	168	10.10	28.70	6.26	168	-2.30	16.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 21, 2011"	"2011/02/21"	16.23	168	6.20	25.20	4.39	168	-3.40	14.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 22, 2011"	"2011/02/22"	21.29	168	11.40	28.80	3.23	168	-3.30	14.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 23, 2011"	"2011/02/23"	26.87	168	17.00	32.70	8.48	168	-1.30	19.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 24, 2011"	"2011/02/24"	30.72	168	25.00	34.40	11.96	168	3.50	22.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 25, 2011"	"2011/02/25"	31.18	168	23.80	36.20	22.17	168	13.30	30.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 26, 2011"	"2011/02/26"	24.20	168	13.30	32.10	13.40	168	3.30	24.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 27, 2011"	"2011/02/27"	24.72	168	14.50	31.40	17.27	168	3.40	28.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Feb 28, 2011"	"2011/02/28"	33.70	168	28.10	36.80	20.03	168	14.30	28.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 01, 2011"	"2011/03/01"	28.73	168	20.30	34.90	14.46	168	6.50	24.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 02, 2011"	"2011/03/02"	31.43	168	24.40	36.80	7.52	168	-2.90	19.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 03, 2011"	"2011/03/03"	14.74	168	4.00	22.30	0.01	168	-9.80	12.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 04, 2011"	"2011/03/04"	26.55	168	17.30	31.30	2.81	168	-6.20	15.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 05, 2011"	"2011/03/05"	38.75	168	33.90	44.80	23.00	168	17.20	31.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 06, 2011"	"2011/03/06"	43.18	168	34.90	49.50	35.93	168	24.90	43.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 07, 2011"	"2011/03/07"	37.62	168	24.90	48.80	18.45	168	8.20	27.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 08, 2011"	"2011/03/08"	31.99	168	22.50	38.60	16.63	168	1.80	27.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 09, 2011"	"2011/03/09"	31.01	168	22.30	35.30	19.73	168	5.70	30.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 10, 2011"	"2011/03/10"	35.43	168	26.50	41.20	25.82	168	16.50	32.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 11, 2011"	"2011/03/11"	47.20	168	35.80	55.70	33.26	168	24.70	38.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 12, 2011"	"2011/03/12"	39.52	168	32.70	46.10	33.55	168	25.90	38.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 13, 2011"	"2011/03/13"	39.52	168	29.20	48.90	31.45	168	22.20	37.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 14, 2011"	"2011/03/14"	33.53	168	24.10	39.30	25.78	168	11.70	34.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 15, 2011"	"2011/03/15"	39.26	168	30.60	44.40	23.78	168	8.90	33.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 16, 2011"	"2011/03/16"	37.84	168	32.80	41.70	28.60	168	22.70	33.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 17, 2011"	"2011/03/17"	48.07	168	35.30	57.00	31.63	168	25.20	35.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 18, 2011"	"2011/03/18"	56.37	168	41.80	66.10	35.73	168	26.40	40.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 19, 2011"	"2011/03/19"	36.16	168	26.40	42.50	25.03	168	12.10	33.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 20, 2011"	"2011/03/20"	37.44	168	26.50	43.30	22.75	168	10.30	30.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 21, 2011"	"2011/03/21"	36.20	168	27.70	40.20	27.95	168	18.00	33.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 22, 2011"	"2011/03/22"	36.11	168	27.40	42.00	29.07	168	21.10	35.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 23, 2011"	"2011/03/23"	31.92	168	23.10	36.90	26.35	168	16.30	32.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 24, 2011"	"2011/03/24"	33.35	168	23.80	38.80	26.57	168	17.40	32.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 25, 2011"	"2011/03/25"	31.89	168	21.00	39.40	23.58	168	13.20	30.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 26, 2011"	"2011/03/26"	28.00	168	15.90	35.90	19.98	168	9.60	26.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 27, 2011"	"2011/03/27"	27.69	168	14.70	36.00	17.71	168	6.20	26.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 28, 2011"	"2011/03/28"	29.05	168	16.80	37.50	19.04	168	8.90	26.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 29, 2011"	"2011/03/29"	34.44	168	24.90	40.20	22.80	168	13.10	28.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 30, 2011"	"2011/03/30"	40.23	168	27.90	48.40	28.67	168	19.80	34.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Mar 31, 2011"	"2011/03/31"	39.93	168	31.90	43.60	29.05	168	16.90	35.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 01, 2011"	"2011/04/01"	34.59	168	28.20	38.50	30.10	168	22.30	35.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 02, 2011"	"2011/04/02"	41.78	168	31.10	49.20	30.03	168	22.20	35.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 03, 2011"	"2011/04/03"	43.61	168	32.80	50.60	30.65	168	21.60	35.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 04, 2011"	"2011/04/04"	41.26	168	34.80	46.50	32.34	168	22.70	36.80	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 05, 2011"	"2011/04/05"	51.42	168	38.00	60.30	33.18	168	24.70	39.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 06, 2011"	"2011/04/06"	41.03	168	28.20	49.60	29.44	168	21.60	36.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 07, 2011"	"2011/04/07"	44.86	168	35.10	50.70	27.66	168	17.70	34.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 08, 2011"	"2011/04/08"	47.14	168	36.80	52.40	29.46	168	17.00	35.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 09, 2011"	"2011/04/09"	54.69	168	46.20	58.90	33.13	168	29.00	36.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 10, 2011"	"2011/04/10"	58.33	168	51.30	61.70	39.19	168	34.00	42.20	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 11, 2011"	"2011/04/11"	68.00	168	58.90	74.60	44.06	168	39.90	46.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 12, 2011"	"2011/04/12"	59.52	168	52.20	63.50	41.46	168	34.60	45.70	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 13, 2011"	"2011/04/13"	43.23	168	36.20	47.70	38.93	168	32.20	42.90	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 14, 2011"	"2011/04/14"	54.47	168	44.30	60.10	35.85	168	22.90	42.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 15, 2011"	"2011/04/15"	41.39	168	30.90	47.40	27.79	168	18.30	34.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 16, 2011"	"2011/04/16"	41.45	168	32.50	45.40	29.06	168	21.20	34.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 17, 2011"	"2011/04/17"	49.12	168	39.20	58.20	36.99	168	28.10	43.40	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 18, 2011"	"2011/04/18"	46.38	168	35.10	54.80	36.57	168	27.20	43.30	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 19, 2011"	"2011/04/19"	47.86	168	39.00	51.90	39.13	168	28.70	44.10	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 20, 2011"	"2011/04/20"	47.76	168	34.80	60.00	36.63	168	25.00	42.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 21, 2011"	"2011/04/21"	44.41	168	35.00	52.10	31.14	168	25.20	37.50	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 22, 2011"	"2011/04/22"	48.06	168	40.00	51.80	28.55	168	23.10	35.00	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 23, 2011"	"2011/04/23"	45.79	168	39.40	51.60	35.66	168	29.10	39.60	Missing	0	Missing	Missing
	"New Hampshire"	"33"	"Apr 24, 2011"	"2011/04/24"	58.92	168	48.60	67.10	44.16	168	36.40	50.10	Missing	0	Missing	Missing
