"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Nevada"	"32"	"Mar, 2001"	"2001/03"	17254.34	60047	6295.30	23830.70
	"Nevada"	"32"	"Apr, 2001"	"2001/04"	21834.57	58110	6059.90	29034.50
	"Nevada"	"32"	"May, 2001"	"2001/05"	26914.05	60047	9211.70	31712.30
	"Nevada"	"32"	"Jun, 2001"	"2001/06"	28548.25	58110	10552.10	31687.10
	"Nevada"	"32"	"Jul, 2001"	"2001/07"	27322.31	60047	10340.80	30901.90
	"Nevada"	"32"	"Aug, 2001"	"2001/08"	24521.17	60047	16575.40	28567.30
	"Nevada"	"32"	"Sep, 2001"	"2001/09"	20214.72	58110	10491.10	24574.60
	"Nevada"	"32"	"Oct, 2001"	"2001/10"	14511.79	60047	4934.20	19418.50
	"Nevada"	"32"	"Nov, 2001"	"2001/11"	9682.77	58110	2666.60	14666.20
	"Nevada"	"32"	"Dec, 2001"	"2001/12"	7739.27	60047	2559.70	11793.10
	"Nevada"	"32"	"Jan, 2002"	"2002/01"	8369.29	60047	2715.00	14126.10
	"Nevada"	"32"	"Feb, 2002"	"2002/02"	12576.91	54236	4143.10	19069.70
	"Nevada"	"32"	"Mar, 2002"	"2002/03"	17302.02	60047	6708.00	24197.60
	"Nevada"	"32"	"Apr, 2002"	"2002/04"	21726.94	58110	7818.00	29257.40
	"Nevada"	"32"	"May, 2002"	"2002/05"	26884.86	60047	10276.80	31385.70
	"Nevada"	"32"	"Jun, 2002"	"2002/06"	28410.95	58110	13706.50	31706.30
	"Nevada"	"32"	"Jul, 2002"	"2002/07"	27662.03	60047	13949.60	31367.10
	"Nevada"	"32"	"Aug, 2002"	"2002/08"	25058.65	60047	11578.60	28193.00
	"Nevada"	"32"	"Sep, 2002"	"2002/09"	20051.42	58110	8692.40	24836.90
	"Nevada"	"32"	"Oct, 2002"	"2002/10"	14704.25	60047	4394.80	20219.90
	"Nevada"	"32"	"Nov, 2002"	"2002/11"	9855.43	58110	2786.70	14920.50
	"Nevada"	"32"	"Dec, 2002"	"2002/12"	7636.76	60047	2500.70	11710.40
	"Nevada"	"32"	"Jan, 2003"	"2003/01"	8515.16	60047	2408.20	13569.70
	"Nevada"	"32"	"Feb, 2003"	"2003/02"	12043.55	54236	4136.50	17673.90
	"Nevada"	"32"	"Mar, 2003"	"2003/03"	16635.63	60047	4709.50	24148.40
	"Nevada"	"32"	"Apr, 2003"	"2003/04"	20835.97	58110	6658.10	28939.10
	"Nevada"	"32"	"May, 2003"	"2003/05"	25291.72	60047	9601.90	31476.00
	"Nevada"	"32"	"Jun, 2003"	"2003/06"	28776.80	58110	12797.90	31696.80
	"Nevada"	"32"	"Jul, 2003"	"2003/07"	27377.77	60047	13950.20	31725.70
	"Nevada"	"32"	"Aug, 2003"	"2003/08"	23820.05	60047	10046.90	28552.90
	"Nevada"	"32"	"Sep, 2003"	"2003/09"	20501.45	58110	7942.90	24401.60
	"Nevada"	"32"	"Oct, 2003"	"2003/10"	15251.99	60047	3499.20	19805.90
	"Nevada"	"32"	"Nov, 2003"	"2003/11"	9248.39	58110	3366.90	14853.00
	"Nevada"	"32"	"Dec, 2003"	"2003/12"	7683.44	60047	2692.70	12231.10
	"Nevada"	"32"	"Jan, 2004"	"2004/01"	8794.81	60047	2703.40	13387.90
	"Nevada"	"32"	"Feb, 2004"	"2004/02"	11626.62	56173	4110.40	18257.30
	"Nevada"	"32"	"Mar, 2004"	"2004/03"	18148.51	60047	7463.60	24110.90
	"Nevada"	"32"	"Apr, 2004"	"2004/04"	22472.10	58110	7921.00	29416.00
	"Nevada"	"32"	"May, 2004"	"2004/05"	26343.79	60047	10214.40	31756.40
	"Nevada"	"32"	"Jun, 2004"	"2004/06"	28145.26	58110	12549.90	31423.30
	"Nevada"	"32"	"Jul, 2004"	"2004/07"	27292.51	60047	9053.40	31359.30
	"Nevada"	"32"	"Aug, 2004"	"2004/08"	24042.78	60047	10426.70	28675.20
	"Nevada"	"32"	"Sep, 2004"	"2004/09"	20173.71	58110	8350.50	25363.10
	"Nevada"	"32"	"Oct, 2004"	"2004/10"	13707.17	60047	4741.40	19823.60
	"Nevada"	"32"	"Nov, 2004"	"2004/11"	9558.61	58110	2993.90	15250.40
	"Nevada"	"32"	"Dec, 2004"	"2004/12"	8245.94	60047	2628.70	12269.20
	"Nevada"	"32"	"Jan, 2005"	"2005/01"	8459.61	60047	2818.30	13831.50
	"Nevada"	"32"	"Feb, 2005"	"2005/02"	11803.88	54236	4072.60	17909.30
	"Nevada"	"32"	"Mar, 2005"	"2005/03"	16763.48	60047	5436.70	24465.90
	"Nevada"	"32"	"Apr, 2005"	"2005/04"	21323.45	58110	8638.40	28207.00
	"Nevada"	"32"	"May, 2005"	"2005/05"	24668.82	60047	9421.00	31405.80
	"Nevada"	"32"	"Jun, 2005"	"2005/06"	27499.24	58110	10821.20	31876.90
	"Nevada"	"32"	"Jul, 2005"	"2005/07"	27830.69	60047	14645.80	31627.50
	"Nevada"	"32"	"Aug, 2005"	"2005/08"	24279.49	60047	13583.60	28650.00
	"Nevada"	"32"	"Sep, 2005"	"2005/09"	20288.42	58110	6564.70	24931.20
	"Nevada"	"32"	"Oct, 2005"	"2005/10"	14590.87	60047	4922.90	20025.50
	"Nevada"	"32"	"Nov, 2005"	"2005/11"	9727.43	58110	2366.40	14835.00
	"Nevada"	"32"	"Dec, 2005"	"2005/12"	7928.49	60047	3207.00	12136.50
	"Nevada"	"32"	"Jan, 2006"	"2006/01"	8341.65	60047	3235.90	13531.70
	"Nevada"	"32"	"Feb, 2006"	"2006/02"	12448.06	54236	3142.20	18404.70
	"Nevada"	"32"	"Mar, 2006"	"2006/03"	16488.39	60047	6113.50	23156.50
	"Nevada"	"32"	"Apr, 2006"	"2006/04"	22077.81	58110	10370.50	28957.30
	"Nevada"	"32"	"May, 2006"	"2006/05"	26719.62	60047	13328.70	31813.70
	"Nevada"	"32"	"Jun, 2006"	"2006/06"	27667.46	58110	14342.40	32101.30
	"Nevada"	"32"	"Jul, 2006"	"2006/07"	27239.81	60047	14550.60	31198.30
	"Nevada"	"32"	"Aug, 2006"	"2006/08"	25047.99	60047	17266.70	28699.20
	"Nevada"	"32"	"Sep, 2006"	"2006/09"	20457.78	58110	7801.10	25050.70
	"Nevada"	"32"	"Oct, 2006"	"2006/10"	14620.84	60047	3824.10	19444.40
	"Nevada"	"32"	"Nov, 2006"	"2006/11"	9746.79	58110	3035.70	14671.50
	"Nevada"	"32"	"Dec, 2006"	"2006/12"	8317.45	60047	3049.00	12248.80
	"Nevada"	"32"	"Jan, 2007"	"2007/01"	9022.39	60047	2127.00	13475.00
	"Nevada"	"32"	"Feb, 2007"	"2007/02"	11714.83	54236	4535.90	18836.80
	"Nevada"	"32"	"Mar, 2007"	"2007/03"	17738.71	60047	5669.00	23966.90
	"Nevada"	"32"	"Apr, 2007"	"2007/04"	21842.08	58110	9099.00	28971.20
	"Nevada"	"32"	"May, 2007"	"2007/05"	27241.01	60047	7297.40	31986.90
	"Nevada"	"32"	"Jun, 2007"	"2007/06"	28316.86	58110	10415.30	32329.70
	"Nevada"	"32"	"Jul, 2007"	"2007/07"	26975.44	60047	11045.80	32449.20
	"Nevada"	"32"	"Aug, 2007"	"2007/08"	24191.05	60047	9762.10	28638.20
	"Nevada"	"32"	"Sep, 2007"	"2007/09"	20079.43	58110	6676.50	24836.30
	"Nevada"	"32"	"Oct, 2007"	"2007/10"	14247.46	60047	4022.70	19961.40
	"Nevada"	"32"	"Nov, 2007"	"2007/11"	10353.11	58110	3282.20	14868.60
	"Nevada"	"32"	"Dec, 2007"	"2007/12"	8031.44	60047	3230.30	11901.70
	"Nevada"	"32"	"Jan, 2008"	"2008/01"	8503.10	60047	3019.70	13976.00
	"Nevada"	"32"	"Feb, 2008"	"2008/02"	12359.40	56173	3917.60	18545.20
	"Nevada"	"32"	"Mar, 2008"	"2008/03"	17810.04	60047	5799.50	24017.40
	"Nevada"	"32"	"Apr, 2008"	"2008/04"	23131.10	58110	10103.10	29546.40
	"Nevada"	"32"	"May, 2008"	"2008/05"	25694.93	60047	7575.40	31689.50
	"Nevada"	"32"	"Jun, 2008"	"2008/06"	28709.30	58110	10274.80	31865.50
	"Nevada"	"32"	"Jul, 2008"	"2008/07"	27693.89	60047	14181.60	31821.60
	"Nevada"	"32"	"Aug, 2008"	"2008/08"	24616.98	60047	10766.80	28714.50
	"Nevada"	"32"	"Sep, 2008"	"2008/09"	20383.41	58110	8967.50	25265.30
	"Nevada"	"32"	"Oct, 2008"	"2008/10"	14448.94	60047	4819.30	19791.20
	"Nevada"	"32"	"Nov, 2008"	"2008/11"	9698.41	58110	3324.90	14372.50
	"Nevada"	"32"	"Dec, 2008"	"2008/12"	8096.29	60047	2210.00	11994.30
	"Nevada"	"32"	"Jan, 2009"	"2009/01"	8756.13	60047	2399.50	14073.30
	"Nevada"	"32"	"Feb, 2009"	"2009/02"	12225.84	54236	4174.70	18418.40
	"Nevada"	"32"	"Mar, 2009"	"2009/03"	17639.75	60047	7682.60	24758.90
	"Nevada"	"32"	"Apr, 2009"	"2009/04"	22429.91	58110	9530.50	29324.50
	"Nevada"	"32"	"May, 2009"	"2009/05"	25812.46	60047	11832.60	31486.90
	"Nevada"	"32"	"Jun, 2009"	"2009/06"	25758.21	58110	10247.10	31375.70
	"Nevada"	"32"	"Jul, 2009"	"2009/07"	26983.19	60047	14568.50	32059.70
	"Nevada"	"32"	"Aug, 2009"	"2009/08"	24336.41	60047	7279.70	28372.00
	"Nevada"	"32"	"Sep, 2009"	"2009/09"	20275.04	58110	7385.60	24594.50
	"Nevada"	"32"	"Oct, 2009"	"2009/10"	14477.61	60047	4600.90	21182.40
	"Nevada"	"32"	"Nov, 2009"	"2009/11"	10352.34	58110	3092.40	15126.80
	"Nevada"	"32"	"Dec, 2009"	"2009/12"	8228.37	60047	2494.40	12285.00
	"Nevada"	"32"	"Jan, 2010"	"2010/01"	8602.51	60047	2821.70	13557.00
	"Nevada"	"32"	"Feb, 2010"	"2010/02"	11896.30	54236	4779.60	18254.60
	"Nevada"	"32"	"Mar, 2010"	"2010/03"	17221.87	60047	5558.70	24429.60
	"Nevada"	"32"	"Apr, 2010"	"2010/04"	21519.32	58110	7086.50	28905.70
	"Nevada"	"32"	"May, 2010"	"2010/05"	25025.80	60047	9975.60	31735.00
	"Nevada"	"32"	"Jun, 2010"	"2010/06"	27140.53	58110	7818.80	31823.30
	"Nevada"	"32"	"Jul, 2010"	"2010/07"	27538.29	60047	11051.40	31693.40
	"Nevada"	"32"	"Aug, 2010"	"2010/08"	24581.64	60047	7806.80	29431.50
	"Nevada"	"32"	"Sep, 2010"	"2010/09"	20710.41	58110	10759.40	25133.50
	"Nevada"	"32"	"Oct, 2010"	"2010/10"	13647.98	60047	4298.40	19572.10
	"Nevada"	"32"	"Nov, 2010"	"2010/11"	9828.41	58110	3138.90	14754.80
	"Nevada"	"32"	"Dec, 2010"	"2010/12"	7588.67	60047	2690.50	11782.40
"Total"	"Nevada"	"32"			18029.62	22639656	1992.80	32596.30
	"New Hampshire"	"33"	"Jan, 1979"	"1979/01"	5482.52	5208	2074.20	10468.20
	"New Hampshire"	"33"	"Feb, 1979"	"1979/02"	10231.85	4704	3289.50	16709.80
	"New Hampshire"	"33"	"Mar, 1979"	"1979/03"	12945.29	5208	4163.10	25087.30
	"New Hampshire"	"33"	"Apr, 1979"	"1979/04"	16245.59	5040	4484.50	28592.70
	"New Hampshire"	"33"	"May, 1979"	"1979/05"	19458.88	5208	6232.70	31535.90
	"New Hampshire"	"33"	"Jun, 1979"	"1979/06"	23320.78	5040	6875.30	33415.00
	"New Hampshire"	"33"	"Jul, 1979"	"1979/07"	22000.96	5208	11134.10	31128.80
	"New Hampshire"	"33"	"Aug, 1979"	"1979/08"	18191.88	5208	5668.90	29233.50
	"New Hampshire"	"33"	"Sep, 1979"	"1979/09"	15934.16	5040	3577.00	23470.80
	"New Hampshire"	"33"	"Oct, 1979"	"1979/10"	9760.82	5208	2752.10	17535.50
	"New Hampshire"	"33"	"Nov, 1979"	"1979/11"	6845.34	5040	1922.00	13968.90
	"New Hampshire"	"33"	"Dec, 1979"	"1979/12"	6469.64	5208	1887.00	9768.60
	"New Hampshire"	"33"	"Jan, 1980"	"1980/01"	6981.53	5208	2172.10	10833.30
	"New Hampshire"	"33"	"Feb, 1980"	"1980/02"	9074.49	4872	3784.00	14088.90
	"New Hampshire"	"33"	"Mar, 1980"	"1980/03"	13300.58	5208	4335.60	23885.20
	"New Hampshire"	"33"	"Apr, 1980"	"1980/04"	15715.88	5040	5307.10	28664.40
	"New Hampshire"	"33"	"May, 1980"	"1980/05"	20436.92	5208	6726.60	30932.00
	"New Hampshire"	"33"	"Jun, 1980"	"1980/06"	21258.54	5040	7453.60	33042.60
	"New Hampshire"	"33"	"Jul, 1980"	"1980/07"	20927.52	5208	8362.30	31244.60
	"New Hampshire"	"33"	"Aug, 1980"	"1980/08"	18552.99	5208	6009.00	28530.10
	"New Hampshire"	"33"	"Sep, 1980"	"1980/09"	15604.15	5040	6526.80	22798.20
	"New Hampshire"	"33"	"Oct, 1980"	"1980/10"	9412.60	5208	2329.50	18576.40
	"New Hampshire"	"33"	"Nov, 1980"	"1980/11"	6914.48	5040	1917.00	11166.30
	"New Hampshire"	"33"	"Dec, 1980"	"1980/12"	6195.57	5208	1777.30	9717.40
	"New Hampshire"	"33"	"Jan, 1981"	"1981/01"	6685.89	5208	2003.10	11675.70
	"New Hampshire"	"33"	"Feb, 1981"	"1981/02"	8787.17	4704	2806.50	15461.70
	"New Hampshire"	"33"	"Mar, 1981"	"1981/03"	12745.07	5208	4309.50	22209.60
	"New Hampshire"	"33"	"Apr, 1981"	"1981/04"	16281.53	5040	6006.20	29022.10
	"New Hampshire"	"33"	"May, 1981"	"1981/05"	21893.62	5208	7043.00	31584.40
	"New Hampshire"	"33"	"Jun, 1981"	"1981/06"	21931.41	5040	6989.10	32730.00
	"New Hampshire"	"33"	"Jul, 1981"	"1981/07"	21043.90	5208	6130.20	30918.80
	"New Hampshire"	"33"	"Aug, 1981"	"1981/08"	18722.11	5208	7257.10	29520.20
	"New Hampshire"	"33"	"Sep, 1981"	"1981/09"	13725.34	5040	3502.90	23402.60
	"New Hampshire"	"33"	"Oct, 1981"	"1981/10"	9670.18	5208	2278.20	16736.10
	"New Hampshire"	"33"	"Nov, 1981"	"1981/11"	6995.20	5040	2016.50	13590.60
	"New Hampshire"	"33"	"Dec, 1981"	"1981/12"	5532.01	5208	2010.10	9381.10
	"New Hampshire"	"33"	"Jan, 1982"	"1982/01"	6394.02	5208	1892.90	11364.80
	"New Hampshire"	"33"	"Feb, 1982"	"1982/02"	9780.85	4704	2776.80	17125.90
	"New Hampshire"	"33"	"Mar, 1982"	"1982/03"	14881.29	5208	3917.20	24385.90
	"New Hampshire"	"33"	"Apr, 1982"	"1982/04"	18161.35	5040	6280.70	30143.60
	"New Hampshire"	"33"	"May, 1982"	"1982/05"	18388.38	5208	5524.30	31175.80
	"New Hampshire"	"33"	"Jun, 1982"	"1982/06"	17939.44	5040	5762.30	32061.10
	"New Hampshire"	"33"	"Jul, 1982"	"1982/07"	22712.41	5208	7288.30	31990.70
	"New Hampshire"	"33"	"Aug, 1982"	"1982/08"	18480.45	5208	8192.40	28699.80
	"New Hampshire"	"33"	"Sep, 1982"	"1982/09"	15127.68	5040	4195.00	23498.90
	"New Hampshire"	"33"	"Oct, 1982"	"1982/10"	11303.02	5208	2722.90	18066.30
	"New Hampshire"	"33"	"Nov, 1982"	"1982/11"	7055.01	5040	1663.80	12974.10
	"New Hampshire"	"33"	"Dec, 1982"	"1982/12"	5961.92	5208	1978.50	9336.20
	"New Hampshire"	"33"	"Jan, 1983"	"1983/01"	6670.59	5208	2402.00	10995.00
	"New Hampshire"	"33"	"Feb, 1983"	"1983/02"	9624.50	4704	2289.80	16283.30
	"New Hampshire"	"33"	"Mar, 1983"	"1983/03"	13062.08	5208	3768.20	24990.70
	"New Hampshire"	"33"	"Apr, 1983"	"1983/04"	15615.65	5040	5229.30	28162.40
	"New Hampshire"	"33"	"May, 1983"	"1983/05"	17256.06	5208	5273.90	30963.20
	"New Hampshire"	"33"	"Jun, 1983"	"1983/06"	23588.85	5040	7359.40	33518.30
	"New Hampshire"	"33"	"Jul, 1983"	"1983/07"	20716.63	5208	7320.70	30309.00
	"New Hampshire"	"33"	"Aug, 1983"	"1983/08"	19192.16	5208	5743.80	29305.60
	"New Hampshire"	"33"	"Sep, 1983"	"1983/09"	16193.35	5040	5966.00	23675.30
	"New Hampshire"	"33"	"Oct, 1983"	"1983/10"	10872.39	5208	3111.80	18010.70
	"New Hampshire"	"33"	"Nov, 1983"	"1983/11"	6802.55	5040	2168.30	13819.40
	"New Hampshire"	"33"	"Dec, 1983"	"1983/12"	5459.35	5208	2202.00	9434.60
	"New Hampshire"	"33"	"Jan, 1984"	"1984/01"	6591.56	5208	2086.50	11144.10
	"New Hampshire"	"33"	"Feb, 1984"	"1984/02"	8877.98	4872	2447.40	16294.50
	"New Hampshire"	"33"	"Mar, 1984"	"1984/03"	13639.48	5208	5280.80	24569.90
	"New Hampshire"	"33"	"Apr, 1984"	"1984/04"	16021.10	5040	4971.90	30233.20
	"New Hampshire"	"33"	"May, 1984"	"1984/05"	16247.52	5208	6159.20	30417.80
	"New Hampshire"	"33"	"Jun, 1984"	"1984/06"	21314.36	5040	6129.90	33097.40
	"New Hampshire"	"33"	"Jul, 1984"	"1984/07"	20468.32	5208	5979.40	30330.60
	"New Hampshire"	"33"	"Aug, 1984"	"1984/08"	18300.86	5208	8638.70	27987.10
	"New Hampshire"	"33"	"Sep, 1984"	"1984/09"	15015.99	5040	3691.90	23141.20
	"New Hampshire"	"33"	"Oct, 1984"	"1984/10"	10949.75	5208	2916.30	18317.60
	"New Hampshire"	"33"	"Nov, 1984"	"1984/11"	7185.54	5040	1922.20	13545.00
	"New Hampshire"	"33"	"Dec, 1984"	"1984/12"	5762.93	5208	2046.30	8922.10
	"New Hampshire"	"33"	"Jan, 1985"	"1985/01"	6537.70	5208	2192.60	11288.70
	"New Hampshire"	"33"	"Feb, 1985"	"1985/02"	8686.85	4704	2336.60	17274.00
	"New Hampshire"	"33"	"Mar, 1985"	"1985/03"	14941.42	5208	4129.30	23851.00
	"New Hampshire"	"33"	"Apr, 1985"	"1985/04"	17586.30	5040	5566.00	29015.40
	"New Hampshire"	"33"	"May, 1985"	"1985/05"	19583.04	5208	6150.60	31514.80
	"New Hampshire"	"33"	"Jun, 1985"	"1985/06"	18586.75	5040	5968.90	32861.90
	"New Hampshire"	"33"	"Jul, 1985"	"1985/07"	22178.88	5208	8711.90	31222.60
	"New Hampshire"	"33"	"Aug, 1985"	"1985/08"	17731.96	5208	4847.40	28884.90
	"New Hampshire"	"33"	"Sep, 1985"	"1985/09"	14357.65	5040	4087.90	22973.80
	"New Hampshire"	"33"	"Oct, 1985"	"1985/10"	10379.46	5208	3100.90	17877.10
	"New Hampshire"	"33"	"Nov, 1985"	"1985/11"	6919.97	5040	2128.90	13892.60
	"New Hampshire"	"33"	"Dec, 1985"	"1985/12"	5103.77	5208	1882.20	9360.20
	"New Hampshire"	"33"	"Jan, 1986"	"1986/01"	6715.30	5208	2074.50	10628.10
	"New Hampshire"	"33"	"Feb, 1986"	"1986/02"	9051.18	4704	3123.70	16635.20
	"New Hampshire"	"33"	"Mar, 1986"	"1986/03"	14183.06	5208	4536.20	25140.60
	"New Hampshire"	"33"	"Apr, 1986"	"1986/04"	17906.00	5040	4992.00	28540.40
	"New Hampshire"	"33"	"May, 1986"	"1986/05"	19546.17	5208	5171.10	31135.70
	"New Hampshire"	"33"	"Jun, 1986"	"1986/06"	19952.33	5040	5491.50	33176.10
	"New Hampshire"	"33"	"Jul, 1986"	"1986/07"	18631.59	5208	6322.90	31004.20
	"New Hampshire"	"33"	"Aug, 1986"	"1986/08"	19115.61	5208	9010.20	28970.20
	"New Hampshire"	"33"	"Sep, 1986"	"1986/09"	14459.82	5040	4622.40	24044.00
	"New Hampshire"	"33"	"Oct, 1986"	"1986/10"	10369.27	5208	2370.40	17400.60
	"New Hampshire"	"33"	"Nov, 1986"	"1986/11"	6855.45	5040	2286.70	13508.40
	"New Hampshire"	"33"	"Dec, 1986"	"1986/12"	6477.48	5208	2258.80	9731.40
	"New Hampshire"	"33"	"Jan, 1987"	"1987/01"	6560.86	5208	2175.20	11444.20
	"New Hampshire"	"33"	"Feb, 1987"	"1987/02"	11150.16	4704	2655.80	16126.80
	"New Hampshire"	"33"	"Mar, 1987"	"1987/03"	14258.94	5208	3018.40	23481.80
	"New Hampshire"	"33"	"Apr, 1987"	"1987/04"	15563.15	5040	4101.50	30234.10
	"New Hampshire"	"33"	"May, 1987"	"1987/05"	20111.69	5208	5652.40	31354.70
	"New Hampshire"	"33"	"Jun, 1987"	"1987/06"	20653.66	5040	6414.80	32422.60
	"New Hampshire"	"33"	"Jul, 1987"	"1987/07"	20247.62	5208	7432.20	30352.00
	"New Hampshire"	"33"	"Aug, 1987"	"1987/08"	19320.85	5208	4507.40	29506.50
	"New Hampshire"	"33"	"Sep, 1987"	"1987/09"	12722.72	5040	3990.70	23463.70
	"New Hampshire"	"33"	"Oct, 1987"	"1987/10"	10860.46	5208	2759.00	18547.50
	"New Hampshire"	"33"	"Nov, 1987"	"1987/11"	7189.95	5040	1917.20	13805.70
	"New Hampshire"	"33"	"Dec, 1987"	"1987/12"	5671.35	5208	1891.80	9492.00
	"New Hampshire"	"33"	"Jan, 1988"	"1988/01"	6955.46	5208	1855.70	11160.10
	"New Hampshire"	"33"	"Feb, 1988"	"1988/02"	9686.09	4872	3413.90	15868.90
	"New Hampshire"	"33"	"Mar, 1988"	"1988/03"	14996.78	5208	4423.30	25279.00
	"New Hampshire"	"33"	"Apr, 1988"	"1988/04"	15013.53	5040	4593.20	28151.00
	"New Hampshire"	"33"	"May, 1988"	"1988/05"	19674.91	5208	5549.10	30686.80
	"New Hampshire"	"33"	"Jun, 1988"	"1988/06"	22500.60	5040	10222.00	32791.40
	"New Hampshire"	"33"	"Jul, 1988"	"1988/07"	20114.71	5208	6243.60	30436.60
	"New Hampshire"	"33"	"Aug, 1988"	"1988/08"	19244.34	5208	5161.60	28660.90
	"New Hampshire"	"33"	"Sep, 1988"	"1988/09"	15681.09	5040	5742.40	23957.30
	"New Hampshire"	"33"	"Oct, 1988"	"1988/10"	8929.49	5208	3166.30	17722.60
	"New Hampshire"	"33"	"Nov, 1988"	"1988/11"	7199.17	5040	1470.30	12188.20
	"New Hampshire"	"33"	"Dec, 1988"	"1988/12"	6191.70	5208	2477.70	9416.00
	"New Hampshire"	"33"	"Jan, 1989"	"1989/01"	6680.42	5208	2054.70	11209.40
	"New Hampshire"	"33"	"Feb, 1989"	"1989/02"	8370.29	4704	2673.10	16624.20
	"New Hampshire"	"33"	"Mar, 1989"	"1989/03"	14053.75	5208	4455.90	22342.20
	"New Hampshire"	"33"	"Apr, 1989"	"1989/04"	16323.97	5040	4470.10	29450.00
	"New Hampshire"	"33"	"May, 1989"	"1989/05"	19187.94	5208	5997.90	31618.60
	"New Hampshire"	"33"	"Jun, 1989"	"1989/06"	19932.28	5040	6330.30	33126.00
	"New Hampshire"	"33"	"Jul, 1989"	"1989/07"	20627.92	5208	5973.30	30415.80
	"New Hampshire"	"33"	"Aug, 1989"	"1989/08"	19289.20	5208	5586.50	29262.60
	"New Hampshire"	"33"	"Sep, 1989"	"1989/09"	14001.55	5040	4470.70	23554.80
	"New Hampshire"	"33"	"Oct, 1989"	"1989/10"	9906.98	5208	2857.30	18814.20
	"New Hampshire"	"33"	"Nov, 1989"	"1989/11"	6664.55	5040	1634.00	13338.10
	"New Hampshire"	"33"	"Dec, 1989"	"1989/12"	6567.49	5208	2256.30	9738.60
	"New Hampshire"	"33"	"Jan, 1990"	"1990/01"	6606.18	5208	1978.00	11518.80
	"New Hampshire"	"33"	"Feb, 1990"	"1990/02"	9483.46	4704	2766.10	15051.30
	"New Hampshire"	"33"	"Mar, 1990"	"1990/03"	15093.49	5208	4284.90	25717.90
	"New Hampshire"	"33"	"Apr, 1990"	"1990/04"	17368.83	5040	5696.30	27946.60
	"New Hampshire"	"33"	"May, 1990"	"1990/05"	18434.34	5208	5345.50	32166.60
	"New Hampshire"	"33"	"Jun, 1990"	"1990/06"	21197.60	5040	6331.00	33319.30
	"New Hampshire"	"33"	"Jul, 1990"	"1990/07"	22159.23	5208	7119.90	31374.00
	"New Hampshire"	"33"	"Aug, 1990"	"1990/08"	18660.60	5208	4574.30	29632.90
	"New Hampshire"	"33"	"Sep, 1990"	"1990/09"	14727.63	5040	3836.10	23728.10
	"New Hampshire"	"33"	"Oct, 1990"	"1990/10"	10235.68	5208	3150.10	19197.60
	"New Hampshire"	"33"	"Nov, 1990"	"1990/11"	7324.54	5040	2380.60	13236.40
	"New Hampshire"	"33"	"Dec, 1990"	"1990/12"	5643.01	5208	1757.30	9445.50
	"New Hampshire"	"33"	"Jan, 1991"	"1991/01"	6738.46	5208	1820.90	11103.50
	"New Hampshire"	"33"	"Feb, 1991"	"1991/02"	9067.92	4704	2662.20	16093.20
	"New Hampshire"	"33"	"Mar, 1991"	"1991/03"	13720.21	5208	4253.70	25898.50
	"New Hampshire"	"33"	"Apr, 1991"	"1991/04"	17491.45	5040	5259.20	30077.00
	"New Hampshire"	"33"	"May, 1991"	"1991/05"	21774.91	5208	6785.20	31464.80
	"New Hampshire"	"33"	"Jun, 1991"	"1991/06"	22931.04	5040	6610.20	32869.90
	"New Hampshire"	"33"	"Jul, 1991"	"1991/07"	21950.05	5208	5932.10	31274.20
	"New Hampshire"	"33"	"Aug, 1991"	"1991/08"	18927.28	5208	7121.30	28859.30
	"New Hampshire"	"33"	"Sep, 1991"	"1991/09"	15180.69	5040	4668.40	24098.90
	"New Hampshire"	"33"	"Oct, 1991"	"1991/10"	10916.63	5208	2965.60	18061.20
	"New Hampshire"	"33"	"Nov, 1991"	"1991/11"	7052.62	5040	2343.40	12437.60
	"New Hampshire"	"33"	"Dec, 1991"	"1991/12"	6336.18	5208	1728.00	9417.20
	"New Hampshire"	"33"	"Jan, 1992"	"1992/01"	6537.03	5208	2364.00	11049.90
	"New Hampshire"	"33"	"Feb, 1992"	"1992/02"	9321.98	4872	2615.70	15223.20
	"New Hampshire"	"33"	"Mar, 1992"	"1992/03"	13653.87	5208	3773.20	22991.70
	"New Hampshire"	"33"	"Apr, 1992"	"1992/04"	17908.23	5040	5489.60	30178.30
	"New Hampshire"	"33"	"May, 1992"	"1992/05"	20818.53	5208	6560.20	32099.50
	"New Hampshire"	"33"	"Jun, 1992"	"1992/06"	21957.69	5040	5515.80	33373.30
	"New Hampshire"	"33"	"Jul, 1992"	"1992/07"	20456.28	5208	5735.30	31704.30
	"New Hampshire"	"33"	"Aug, 1992"	"1992/08"	18040.19	5208	5850.80	29230.60
	"New Hampshire"	"33"	"Sep, 1992"	"1992/09"	15903.21	5040	5557.60	22965.60
	"New Hampshire"	"33"	"Oct, 1992"	"1992/10"	10318.88	5208	2405.50	17536.70
	"New Hampshire"	"33"	"Nov, 1992"	"1992/11"	6926.27	5040	1699.10	12807.80
	"New Hampshire"	"33"	"Dec, 1992"	"1992/12"	5560.21	5208	2032.60	9545.00
	"New Hampshire"	"33"	"Jan, 1993"	"1993/01"	6362.78	5208	1996.40	11195.60
	"New Hampshire"	"33"	"Feb, 1993"	"1993/02"	10226.06	4704	3191.60	17191.20
